0,1,2,3,4,5,falcon-40b-baseline_correct,falcon-40b-baseline_choiceA_probs,falcon-40b-baseline_choiceB_probs,falcon-40b-baseline_choiceC_probs,falcon-40b-baseline_choiceD_probs
Which of the following is a true statement about the flow of energy in an ecosystem?,Smaller organisms need less energy per gram of body weight than do larger organisms.,Energy transfer between organisms normally involves conservation of heat energy.,Energy flow between trophic levels is inefficient.,"Chemical energy is converted into radiant energy, which is then converted into chemical energy at the next trophic level.",C,True,0.1305,0.0523,0.6675,0.1495
The Federal Reserve implements an expansionary policy by doing which of the following?,Buying Treasury bonds in the open market,Raising the federal funds rate,Raising the discount rate,Raising the required reserve ratio,A,True,0.6313,0.2847,0.02774,0.05606
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",market research,positioning,marketing mix,segmenting,C,False,0.706,0.2196,0.03302,0.0414
In golf what is one stroke overpar called?,eagle,bogey,dormy,birdie,B,True,0.1139,0.6606,0.07825,0.1473
What actress starred on 'Charlie's Angels' for the show's entire run?,Cheryl Ladd,Farrah Fawcett,Jaclyn Smith,Kate Jackson,C,False,0.1936,0.2345,0.11975,0.4521
If you are watching a Shavian play who is the author?,Shakespeare,Aeschylus,George Bernard Shaw,Anton Chekhov,C,True,0.003859,0.004078,0.974,0.0177
In which of these sports do competitors use a 'funny car'?,supercross,dogsledding,gymnastics,drag racing,D,True,0.012856,0.006317,0.006073,0.9746
The TV show 'House of Style' airs on what network?,E,WB,MTV,Home Shopping Network,C,True,0.07605,0.04684,0.8667,0.01053
By what nickname is the Federal National Mortgage Association known?,Morty,FEMA,Freddie Mac,Fannie Mae,B,False,0.00928,0.01043,0.01904,0.9614
In computer terminology what does the acronym 'ISP' stand for?,Individual Site Privacy,Investment Stability Plan,Internal Security Position,Internet Service Provider,D,True,0.00586,0.00482,0.003668,0.986
Which of these television series was not set in the United States?,Picket Fences',M*A*S*H',Northern Exposure',The Paper Chase',B,False,0.1421,0.10315,0.195,0.5596
What day of the week is sometimes called 'hump day'?,Wednesday,Thursday,Friday,Saturday,A,True,0.9487,0.03735,0.00834,0.005512
Which of the following figures is a contemporary installation artist who uses image projection and videos?,Bill Viola,Betye Saar,Damien Hirst,Rachel Whiteread,A,True,0.929,0.03674,0.01707,0.01721
Scientists believe that a worldwide catastrophic event occurred during the late Cretaceous period and that this event likely caused which of the following?,The movement of aquatic animals onto land,The sudden demise of the dinosaurs,The emergence of Homo sapiens on the grasslands of Africa,The first appearance of mammals,B,True,0.01985,0.9307,0.01924,0.03027
"According to Article III, Section 1, of the United States Constitution, judges ""shall hold their offices during good behavior..."" A consequence of this clause is that:",Congress cannot remove federal judges from office,federal judges have political independence to fulfill their duties,the president has no influence over the composition of the Supreme Court,federal judges lack opportunity for advancement or promotion,B,True,0.107,0.7905,0.0464,0.05594
How many cups of coffee were consumed in the United States in the past week (as of 2013)?,300 million cups per week,1 billion cups per week,3 billion cups per week,9 billion cups per week,C,False,0.1494,0.10675,0.1344,0.6094
In what city would you find people studying art and design at the Fashion Institute of Technology?,Paris,New York,Los Angeles,Melbourne,B,True,0.007233,0.9507,0.01875,0.02316
What is the traditional 20th wedding anniversary gift?,paper,leather,china,silver,C,False,0.3542,0.07,0.11365,0.4622
"Many employers rely on temporary workers to provide flexibility in times of fluctuating need. However, an important consideration in hiring temporary workers is that they",are often less experienced and less committed to the job than full-time employees,are limited to 30 days on the job before they must be offered a permanent position,must be offered health care and other benefits like regular full-time employees,are required to receive pay equal to that of regular full-time employees doing the same job,A,True,0.8706,0.06134,0.04453,0.02365
Someone would most likely contract salmonella poisoning from eating which of the following?,carrots,chicken,tofu,rice,B,True,0.0328,0.937,0.01813,0.01226
Amps are a unit of measurement of what?,electric charge,electric current,electric field strength,electric potential,B,True,0.0154,0.9307,0.01917,0.0347
The maximum depth that plant roots can readily penetrate without encountering a restrictive soil layer is referred to as the,effective depth,depth to the subsoil,depth to a parent material,O horizon,A,True,0.863,0.07715,0.03973,0.0203
How much more electrical energy will the United States need to generate if everyone drives electric cars?,2*10^19 J,2*10^21 J,2*10^23 J,2*10^25 J,A,False,0.1897,0.342,0.2059,0.2622
Which of the following must be obtained by foreigners wishing to permanently reside in the US?,visa,bill of landing,driver's license,carte blanche,A,True,0.9775,0.00845,0.007175,0.006954
What is the largest moon in the Solar System?,Ganymede,The Earth's Moon,Pluto,Europa,A,True,0.3845,0.353,0.0743,0.1882
Islam first spread to Indonesia through,military conquest by the Mughal empire,mass migrations of African Muslims across the Indian Ocean,Dutch colonization in the 18th century,increased commercial contacts with Indian and Arab merchants,D,True,0.02422,0.3574,0.05188,0.5664
Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,A,True,0.646,0.1127,0.0736,0.1678
In the original 'Get Smart' TV series what is agent Maxwell Smart's code name?,Agent 86,Agent 99,Larrabee,The Chief,A,True,0.8594,0.02873,0.05713,0.05453
In horse racing what is the term for a wager on the 1st 2nd and 3rd place finishers in a specific race?,triple action,trifecta,exacta,triple crown,B,True,0.03049,0.8877,0.06256,0.01938
What principle explains why cold food warms up and hot food cools off when stored at room temperature?,entropy,chemical equilibrium,momentum,relativity,A,True,0.8984,0.06793,0.015396,0.01814
How much does our highway gas mileage decrease in a heavy rain?,About 0.1%,About 2%,About 10%,About 50%,C,True,0.0764,0.1877,0.4485,0.2874
"What quantity of oxygen, O_2 , contains very nearly the same number of molecules as 36.0 grams of water, H_2O ?",64.0 grams,32.0 grams,16.0 grams,8.0 grams,A,False,0.1888,0.2925,0.1963,0.3225
The loss of water in the form of vapor from plants is referred to as the,transpiration,respiration,oxidation,condensation,A,True,0.9575,0.02066,0.01376,0.008095
"In a holistic evaluation of student essays, evaluations are made on the basis of the",number and variety of errors made by each student,average sentence length and the complexity demonstrated in each essay,ability of each student to communicate in a variety of discourse modes,overall quality of each student's essay in relation to the topic,D,False,0.0459,0.03717,0.612,0.3052
Which of the following scenarios does not include a producer?,Direct selling,Reverse channels,Indirect channels,Dual distribution,B,True,0.3105,0.3142,0.12494,0.2505
In soccer which player is allowed to use his or her hands in the field of play?,midfielder,center,sweeper,goalkeeper,D,True,0.00954,0.00939,0.008095,0.973
As of 1999 which state has the most Girl Scouts?,California,Illinois,New York,Pennsylvania,D,True,0.2281,0.2515,0.2546,0.2656
In the 1992 animated film 'Aladdin' what device does the hero use to travel from place to place?,talking car,winged horse,magic carpet,hot air balloon,C,True,0.002428,0.003618,0.972,0.02165
Which one of these World War II leaders was not at the Yalta Conference?,Stalin,Mussolini,Churchill,Roosevelt,B,True,0.0506,0.8213,0.05365,0.07446
What is the technical term for the offspring of a female donkey and a male horse?,burro,dorse,hinny,honker,C,True,0.254,0.05237,0.674,0.01988
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,Carbon dioxide,Ozone,Nitrous oxide,Argon,A,True,0.9185,0.04034,0.03452,0.00664
Which of the following words does not appear in the Lewis Carroll poem 'Jabberwocky'?,brillig,bandersnatch,wabe,grelp,D,True,0.1558,0.02792,0.2214,0.5947
What is the final word of the Pledge of Allegiance?,America,stands,indivisible,all,D,False,0.1857,0.1835,0.3945,0.2365
Which of the following is a sports award?,Oscar,Emmy,Nobel,Espy,D,True,0.01753,0.01454,0.010475,0.9575
What term is used to describe a group of fish?,Knot,Drape,School,Gaggle,C,True,0.00497,0.003496,0.985,0.006794
"Assume that the marginal propensity to consume increased from 0.75 in year 1 to 0.80 in year 2. Based on this information, which of the following is a correct conclusion?","In year 1, a $100 billion increase in government spending would have increased real output by a maximum of $75 billion.","From year 1 to year 2, the spending multiplier increased from 4 to 5.",A given change in government spending would have had a more powerful effect in year 1 than in year 2.,The marginal propensity to save increased from year 1 to year 2.,B,False,0.2793,0.1421,0.4292,0.1495
At the equator how fast is the earth's surface turning?,about 100 miles per hour,about 500 miles per hour,about 1000 miles per hour,about 2000 miles per hour,C,False,0.1687,0.2279,0.2379,0.3655
Which of the following components is present in both pneumatic and hydraulic systems?,Exhaust,Reservoir,Compressor,Control value,D,False,0.05295,0.7466,0.05814,0.1422
The primary purpose of antitrust laws is to,help businesses that are in financial trouble,encourage business investment,prevent business behavior that hampers competition,establish trust between government and businesses,C,True,0.006935,0.005795,0.9707,0.01639
How many pairs of chromosomes are in the genome of a typical person?,1,23,88,7921,B,True,0.1304,0.4805,0.111,0.278
"What was the acronym for the first computer, made back in 1946?",ENIAC,CASD,CNAC,CSREN,A,True,0.846,0.0655,0.0241,0.0642
"When a gas turns into a liquid, the process is called",condensation,evaporation,deposition,sublimation,A,True,0.5796,0.1106,0.02203,0.2878
Which of the following types of stress dominates at divergent boundaries?,Compressional,Left-lateral shear,Right-lateral shear,Tensional,D,True,0.3135,0.10376,0.07416,0.509
Which of the following terms refers to pottery that has not been bisque fired?,Raku,Greenware,Terracotta,Stoneware,B,True,0.08405,0.869,0.02728,0.01965
In what year did the Great Depression begin?,1884,1929,1953,1975,B,True,0.00778,0.972,0.00916,0.01089
Cheddar cheese got its name from a village in what country?,England,France,Switzerland,Denmark,A,True,0.6406,0.1842,0.0768,0.0986
Who is the mythological Roman goddess of flowers?,Diana,Echo,Flora,Niobe,C,True,0.017,0.01244,0.958,0.012634
According to legend if you give someone the 'evil eye' what are you doing?,cursing them,blessing a child,counting money,passing time,A,True,0.959,0.0271,0.00783,0.005955
"Which of these rivers flows""through France?",Volga,Seine,Mekong,Allegheny,B,True,0.0398,0.92,0.01822,0.02197
What condition is caused by malfunctioning sebaceous glands?,bad breath,shingles,acne,carpal tunnel syndrome,C,True,0.01462,0.00707,0.967,0.01166
What was the name of Huey Lewis band?,The News,The Attractions,The Silver Bullet Band,Louie and Dewey,A,True,0.916,0.04218,0.02171,0.01993
What high school does the gang from the 'Archie' comic strip attend?,Ridgemont High,Riverdale High,Rumson High,Riker's Island High,B,True,0.01566,0.946,0.01994,0.01845
Cheese is a necessary ingredient in which of these dishes?,sushi,french fries,veal parmigiano,chicken pot pie,C,True,0.1213,0.3037,0.435,0.1401
What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,A,True,0.9517,0.02477,0.01116,0.01265
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,True,0.9604,0.01704,0.01287,0.00979
At what speed will a sedan flip over when it slides sideways into a curb?,10 mph,20 mph,40 mph,80 mpg,B,False,0.21,0.265,0.3115,0.2136
"The intention of making traditional, saleable art objects was abandoned by",Impressionists,Pop artists,Abstract Expressionists,Conceptual artists,D,True,0.05984,0.1464,0.2009,0.593
Which of these popular games relies on bluffing?,Outburst,Balderdash,Pictionary,Scattergories,B,True,0.0477,0.8037,0.02762,0.1209
What sport is featured in the 1996 movie 'Kingpin'?,wrestling,golf,chess,bowling,D,True,0.03134,0.015274,0.00824,0.9453
Which of the following is an example of a chemical change?,Tearing up a piece of paper,Melting ice,Mixing vinegar with baking soda,Filling a balloon with air,C,False,0.07776,0.586,0.2683,0.0679
Soil structure refers to which of the following?,Arrangement of soil particles,"Proportion of sand, silt, and clay",Organic composition,Profile depth,A,True,0.9526,0.02559,0.01181,0.009865
"At the border of two countries there is a port where fishermen work. The fishermen do not speak the same language, so they communicate using one that has been invented by them for the purpose of trade. The scenario above most accurately describes which of the following types of language?",A dialect,A creole,A pidgin,A regionalism,C,False,0.0599,0.4824,0.4392,0.01855
"With what would you use a""wah-wah pedal?",bicycle,stock car,electric guitar,baby,C,True,0.00424,0.003801,0.986,0.005886
Who is the career hit leader among players never elected to Baseball's Hall of Fame?,Steve Garvey,Jim Rice,Pete Rose,Ken Griffey Jr,C,True,0.2795,0.2212,0.4092,0.0901
Which of these is not one of the official languages of the United Nations?,Japanese,English,Russian,Spanish,A,False,0.23,0.1736,0.2186,0.3777
What people ruled the Andes Mountains until they were conquered by the Spanish in 1532?,Pueblo,Aztec,Inca,Apache,C,True,0.00502,0.00324,0.983,0.008606
Which of these organizations is not part of the US government?,NAACP,NASA,CIA,FBI,A,True,0.3965,0.1522,0.2947,0.1565
Which of these men has never been a head coach in the NFL?,Dick Vermeil,Bill Parcells,Chuck Noll,Pat Riley,D,True,0.0621,0.05396,0.05948,0.824
Which of these is not a style of shoe?,gingham,brogan,espadrille,docksider,A,True,0.844,0.0997,0.02171,0.03442
Which of these words means 'yes'-in French?,qui,oui,ja,okey-dokey,B,True,0.0506,0.8867,0.0423,0.02045
Which of these sounds is commonly associated with owls?,chirp,bark,growl,hoot,D,True,0.02066,0.011055,0.01123,0.957
What do the initials 'E E' in poet E E Cummings' name stand for?,Edward Estlin,Edmund Earl,Ernest Eakins,Eugene Evan,A,True,0.8794,0.0608,0.02655,0.0333
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",They are precise and accurate.,They are precise but not accurate.,They are accurate but not precise.,They are neither precise nor accurate.,D,False,0.3113,0.3625,0.1918,0.1344
What is the medical term for a doctor's identification of a disease?,Hypnosis,Prognosis,Trichinosis,Diagnosis,D,True,0.00932,0.01611,0.00849,0.9663
Gerry Adams is the president of what organization?,Greenpeace,NASCAR,Sinn Fein,PLO,C,True,0.006718,0.004654,0.974,0.014565
What was the birth name of civil rights leader Malcolm?,Michael Brown,Malcolm Little,Malcolm Lincoln,Michael Lloyd,B,True,0.04562,0.861,0.03473,0.0586
Which of the following dental topics is developmentally appropriate for toddlers?,Growth of permanent teeth,Correct use of incisors while eating,Correct toothbrushing technique,Evolution of the human tooth,C,False,0.4563,0.4155,0.0608,0.0673
What topic does Spin magazine primarily cover?,politics,washing machines,books,music,D,True,0.007633,0.007572,0.008316,0.9766
What is the name of Raggedy Ann's doll brother?,Red,Freckles,Randy,Andy,D,True,0.2124,0.03564,0.1254,0.6265
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,False,0.03543,0.01334,0.8926,0.05844
What exercise apparatus is used during a 'Spinning' class?,stationary bicycle,treadmill,rowing machine,barbells,A,True,0.9775,0.011696,0.00548,0.005272
In the 1976 remake of the classic film 'KingKong' what New York landmark does the giant ape climb?,Statue of Liberty,Empire State Building,World Trade Center,Chrysler Building,C,False,0.4949,0.247,0.1316,0.1266
Which of these items is useful for removing ink stains?,baking soda,nail polish,hair spray,butter,C,False,0.4053,0.4346,0.094,0.06616
How much angular momentum did Hurricane Florence have when it hit land?,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,True,0.2146,0.3247,0.1564,0.3044
Which of the following responsibilities of a human resources manager would have the most negative impact on a company if performed incorrectly?,Recruiting and hiring new employees,Providing professional development opportunities for employees,Ensuring company compliance with laws and regulations,Filing employee compensation and benefits forms,C,True,0.3801,0.05142,0.5176,0.05103
A car-manufacturing factory is considering a new site for its next plant. Which of the following would community planners be most concerned with before allowing the plant to be built?,The amount of materials stored in the plant,The hours of operations of the new plant,The effect the plant will have on the environment,The work environment for the employees at the plant,C,True,0.00966,0.01848,0.89,0.08154
What team has won the most World Series?,Chicago Cubs,Los Angeles Dodgers,New York Yankees,San Francisco Giants,C,True,0.085,0.07715,0.776,0.06198
What is the name of the Newtonian law that states 'An object in Motion tends to stay in motion'?,Law of Inertia,Law of Thermodynamics,Law of Relativity,Law of Gravitation,A,True,0.9653,0.014656,0.00961,0.01039
Who was the WNBA's Most Valuable Player of 1999?,Rebecca Lobo,Sheryl Swoopes,Lisa Leslie,Yolanda Griffith,D,False,0.2103,0.3044,0.2537,0.2316
Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,A,True,0.967,0.01347,0.01074,0.00904
Which of the following is true of a profitmaximizing firm in the short run?,The firm will shut down to minimize losses if product price falls below average total cost.,The firm will shut down if marginal revenue equals marginal cost but exceeds average variable cost.,"The firm will continue to produce as long as total revenue exceeds total variable cost, even if it incurs loss.",The firm will continue to produce as long as average variable cost is less than average fixed cost.,C,True,0.2318,0.167,0.4248,0.1764
From 1971 to 1997 the Democratic Republic of Congo was known as what?,Zaire,Angola,Rhodesia,Belgian Congo,A,True,0.957,0.01584,0.01224,0.01511
What is New Mexico's nickname?,The Desert State',Gateway to Paradise',Land of Enchantment',The Garden State',C,True,0.02983,0.0108,0.9316,0.02759
A kindergarten teacher sets up a literacy center with an activity that asks students to match pictures of objects with pictures of letters to correctly indicate the beginning sound. Which of the following is the teacher trying to develop in students through the center?,Phonics,Vocabulary,Letter recognition,Phonemic awareness,D,True,0.07227,0.02402,0.03693,0.8667
Which of the following is the best description of a consumer checking account?,An asset for the consumer and a liability for the bank,A liability for the consumer and an asset for the bank,An asset for both the consumer and the bank,A liability for both the consumer and the bank,A,True,0.4778,0.331,0.06052,0.1306
What was the name of the first nuclear-powered submarine?,Nautilus,Neptune,Nordenfelt III,Nicholas,A,True,0.8784,0.0644,0.0254,0.03186
What is Andromeda?,The nearest major galaxy to the Milky Way,A bacteria that can cause death,An array of radio telescopes,An element of the Periodic Table,A,True,0.9536,0.01926,0.01431,0.012825
Which of these is not one of superhero Captain Marvel's abilities?,the power of Apollo,the strength of Hercules,the courage of Achilles,the wisdom of Solomon,A,False,0.2487,0.1514,0.06116,0.539
Which of these animals is a rodent?,Bat,Wolverine,Beaver,Koala,C,True,0.1827,0.0789,0.6455,0.09296
Which two planets are most similar in size diameter wise?,Mars and Mercury,Venus and Earth,Uranus and Neptune,Jupiter and Saturn,B,False,0.3604,0.332,0.10486,0.2029
Which of these stores is not owned by Gap Inc?,Gap,Banana Republic,Old Navy,J Crew,D,True,0.03021,0.05963,0.03046,0.88
What is the largest city in Pennsylvania?,Philadelphia,Stewartsville,Harrisburg,Pittsburgh,A,False,0.1271,0.03137,0.03845,0.803
A prekindergarten teacher uses a basket of red and yellow apples to reinforce concepts during a mathematics lesson. Which of the following tasks is best targeted at teaching students to compare quantities?,Having students count all the apples in the basket,Having students put one apple in the middle of the place mat on their desks,Having students make a Venn diagram for the color of the apples,Having students determine whether the numbers of red and yellow apples are equal,D,True,0.0927,0.09564,0.07104,0.7407
